position,channel_id,channel_title,video_id,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,topic_categories,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics
155,UC6cXVYTH6jgQ4BP25-9AcYQ,Fresh Trendz,Jy9wL0SEPGU,2020-09-07T22:11:12Z,2020-09-07 22:11:12,2020,9,7,Clicks Store Has Been Bombed,#Clicks #Dis-chem Subscribe to my channel to get more videos like this :https://bit.ly/3h2wSoc,"Julius Malema,EFF Leader,Clicks,Dischem,Clicks Store under Fire,Clicks Store has been petrol bombed,Witbank,Saveways Center",Entertainment,,109,hd,FALSE,na,en,https://i.ytimg.com/vi/Jy9wL0SEPGU/maxresdefault.jpg,1,na,130,1,0,0,yes,yes,yes
158,UCSpUBG3OeatMFD0pncb7VTw,Tribal Media House,LAdDsjAC0EA,2022-04-20T10:00:15Z,2022-04-20 10:00:15,2022,4,20,Tribal Talks | Human Truth | Robust Conversations Part 5 | South Africa,"Tribal Talks is a PLATFORM that gives individuals with different views an opportunity to express their beliefs and human truth freely. Human Truth Meaning: A new way of looking at the world that gets us to re-examine and challenge the status quo. Tribal Media House Presents #TribalTalks. The fifth and last chapter of this series contains cultural identity crisis, African and European Origin, Ubuntu, generational timeline, black peoples hair throughout history and more. Follow us Online here: Instagram https://www.instagram.com/tribalmedia... Facebook https://www.facebook.com/bunchofwinners Twitter https://twitter.com/TribalMHouse",na,Film & Animation,"Society,Television_program",2093,hd,FALSE,na,na,https://i.ytimg.com/vi/LAdDsjAC0EA/maxresdefault.jpg,na,na,1120,31,0,8,yes,yes,yes
159,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,QigpfXd3cHk,2020-09-08T10:19:59Z,2020-09-08 10:19:59,2020,9,8,DA RESPONDS TO EFF (clicks) CHARGES HAVE BEEN LAYED AGAINST JULIUS MALEMA AND EFF |TRENDINGSA,"DA RESPONDS TO EFF (clicks) CHARGES HAVE BEEN LAYED AGAINST JULIUS MALEMA AND EFF |TRENDINGSA Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail","south africa,world news,world news tonight,julius malema,julius malema 2020,julius malema funny moments,clicks hair advert video scandal,clicks hair advert video,clicks hair advert youtube,clicks hair adverts,da political party",People & Blogs,Society,102,hd,FALSE,na,en-US,na,1,South Africa,328,6,0,3,yes,yes,yes
161,UCFnUvf-Lg1nIc5wvl9lx8zQ,Mzansi Hotspot,cuXJVNIGsmc,2020-09-07T09:27:39Z,2020-09-07 9:27:39,2020,9,7,EFF kept its promise against Clicks stores,"EFF kept its promise against Clicks stores Clicks is under fire over their rasist ad #ClicksSA #Clicks #EFF Please don't forget to like, comment, share and subscribe after watching this video. This will help our family to grow",na,Entertainment,Society,320,hd,FALSE,na,en,https://i.ytimg.com/vi/cuXJVNIGsmc/maxresdefault.jpg,1,na,531,7,0,11,yes,yes,yes
162,UCaldjdElxradvBO1whqJ63g,North Coast Courier,Hj_qC8LS7v8,2020-09-08T09:39:52Z,2020-09-08 9:39:52,2020,9,8,EFF take to Clicks at Ballito Junction,Members of the local EFF peacefully demonstrated against Clicks at Ballito Junction. *Video source unknown,na,News & Politics,,7,hd,FALSE,na,na,https://i.ytimg.com/vi/Hj_qC8LS7v8/maxresdefault.jpg,na,na,1561,0,0,0,yes,yes,yes
164,UCITau47AeZDY9sO77TA3OUA,ITV News,aqSmGuy9g5Y,2020-09-07T13:07:49Z,2020-09-07 13:07:49,2020,9,7,EFF PROTEST OUTSIDE CLICKS STORES AMID APOLOGY TO CONTROVERSIAL HAIR ADVERT,Members of the EFF gathered at various Clicks stores this morning to shut down the outlets following a controversial advert. Clicks Group CEO Vikesh Ramsunder had issued an apology after concern was raised about the advert. Meanwhile the High Court has reportedly dismissed the retailer’s application to stop EFF protests.,na,People & Blogs,Society,152,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/aqSmGuy9g5Y/maxresdefault.jpg,na,na,202,1,0,0,yes,yes,yes
166,UC4xmc7E1c-11YmD4oNVI8_w,Banetsi Tshetlo,8y9r89kk474,2020-10-08T21:45:09Z,2020-10-08 21:45:09,2020,10,8,Clicks ad Calling black hair Damaged,Let's call racism what it is. It is wrong and let's make things right for the future generation.,na,Entertainment,Society,172,hd,FALSE,na,na,https://i.ytimg.com/vi/8y9r89kk474/maxresdefault.jpg,na,na,7,0,0,0,yes,yes,yes
167,UCsqKkYLOaJ9oBwq9rxFyZMw,SOUTH AFRICAN POLITICS,lnLdo2k419s,2020-09-07T11:08:43Z,2020-09-07 11:08:43,2020,9,7,Julius Malema Locking Clicks Store Must Watch,"Please Like & Subscribe Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing."" #The #Juice #SA",The juice Sa,Entertainment,Entertainment,55,hd,FALSE,na,en-GB,na,na,na,278,0,0,0,yes,yes,yes
168,UChW3CoAbhljj_ELhRju6Iaw,kykNET Argief,iBAFw1GFdKI,2020-09-08T06:22:33Z,2020-09-08 6:22:33,2020,9,8,EFF ruk op teen Clicks | KN VERSLAG | 7 SEP 2020 | kykNET,"EFF ruk op teen Clicks | KN VERSLAG | 7 SEP 2020 | kykNET Stephen Tau berig oor die EFF se protesoptrede teen Clicks-winkels. Heindrich Wyngaard en Pauli van Wyk bespreek dit verder. EFF takes action against Clicks | KN VERSLAG | 7 SEP 2020 | kykNET Stephen Tau reports on the EFF’s protest action against Clicks. Heindrich Wyngaard and Pauli van Wyk discuss it further. --- Wees deel van kykNET se Youtube-kanaal vir soveel meer kykgenot. Volg kykNET op Twitter: https://twitter.com/kykNETtv Like kykNET op Facebook: https://www.facebook.com/kyknet Kry jou eerste 14 dae gratis op Showmax vir meer Afrikaanse programme - https://bit.ly/36PFSr0 Besoek http://kyknet.dstv.com kykNET bied 'n verskeidenheid van Afrikaanse vermaak - van hope musiek en onderhoude met SA-en internasionale persoonlikhede tot komedie, drama en sepies - daar's iets vir die hele familie! Skakel in op kanaal 144 vir die beste in vermaak. Kyk net!","kykNET,kyknet,kyknet vermaak,Afrikaans,afrikaans tv,Stephen Tau,Heindrich Wyngaard,Pauli van Wyk,Daily Maverick,Floyd Shivambu,Francois Botes,Sandton City,Julius Malema,Clicks,EFF",Entertainment,"Society,Television_program",667,hd,FALSE,af,af,https://i.ytimg.com/vi/iBAFw1GFdKI/maxresdefault.jpg,1,na,2987,46,0,na,yes,yes,yes
169,UC3FGEC5yx-aJmDjtT-ieWSA,Melissa A.,6iTDakQbO0I,2020-09-13T13:31:46Z,2020-09-13 13:31:46,2020,9,13,"Clicks, TRIED IT?! || Are brands going too far? || My personal views ||","Hi loves, This is my personal view regarding the CLICKS/UNILEVER saga. By no means am I saying my views are correct, I just thought that I'd share them with you will. Please feel free to comment. If you like this video, please give it a thumbs up, and if you haven't already, please subscribe. Stay safe, xx Link: https://memeburn.com/2020/09/clicks-ad-south-africans-share-natural-hair-pics-with-clickschallenge-as-clicks-stores-close-for-a-day/",na,People & Blogs,Lifestyle_(sociology),508,hd,FALSE,na,na,https://i.ytimg.com/vi/6iTDakQbO0I/maxresdefault.jpg,na,na,46,12,0,3,yes,yes,yes
170,UCrTKSG0b9GJSoT7kLPa7qCw,Group Editors,FmgtWasKFQ0,2020-09-07T07:12:30Z,2020-09-07 7:12:30,2020,9,7,EFF protest at Clicks,A national campaign by the EFF against Clicks is taking place today. Read more at: https://bit.ly/2R3x5vS Video: Michelle Pienaar,"group editors,george herald,oudtshoorn courant,mossel bay advertiser,suid-kaap forum,knysna-plett herald,graaf-reinette advertiser,news",News & Politics,"Politics,Society",122,hd,FALSE,na,na,na,1,na,4597,18,0,7,yes,yes,yes
173,UCBVQiMyzA-ZklUJVRavnvew,Renaldo Gouws,iF-wNEJ2MCI,2020-09-06T15:00:12Z,2020-09-06 15:00:12,2020,9,6,"Malema Instructs EFF Members to ""Attack"" Clicks (2020)","#Clicks #Malema #EFF Julius Malema in a tweet instructed his members to go to Clicks stores and to ""attack"". We have reached a point in our democracy where a political party openly instructs its members to cause chaos. Buy my Merch: http://www.tsekclothing.com Become a Member: https://bit.ly/2EsFJkI Donate via Zapper/Snapscan: https://bit.ly/3455PCl Donate via Paypal: https://paypal.me/renaldogouws Subscribe on Youtube : http://bit.ly/1QhM6Gp Be sure to like, leave a comment, share the video and subscribe! Get in touch with me : Facebook : https://www.facebook.com/renaldogouws Twitter : https://twitter.com/RenaldoGouws Instagram : https://instagram.com/renaldogouws End Credit Music: Jashmir Stream/Buy Link: https://fanlink.to/MaSeKind Instagram: https://www.instagram.com/jashmirsa/ TikTok: https://www.tiktok.com/@jashmirsa Twitter: https://www.twitter.com/jashmirsa/","Renaldo Gouws,South Africa,South African Reporter,News,Clicks,Economic Freedom Fighters,EFF,Julius Malema,Malema",News & Politics,Society,396,hd,FALSE,en,en,https://i.ytimg.com/vi/iF-wNEJ2MCI/maxresdefault.jpg,1,South Africa,56890,2163,0,728,yes,yes,yes
174,UCnqXhJv3cDVZ1Sa-j-zOhxw,Tshidi Radebe,1oOguDMFQCk,2020-01-08T08:07:35Z,2020-01-08 8:07:35,2020,1,8,Clicks AfriTrue Naturals REVIEW| FULL WASHDAY ROUTINE + BLOW DRYING,"Hello Beautiful Souls. I hope that you have began this year by setting intentions because I know that I Have. So in this video I share with you my tips and tricks that are important for you to know when you are growing your natural hair. If you think I missed something, please comment in the description box below and Thanks for watching. Ring light https://www.takealot.com/18-led-changing-colour-ring-light-with-stand/PLID56137334 Camera https://www.takealot.com/canon-g7x-iii-digital-camera-black/PLID55392367 Editing Software: iMovie on MacBook Pro Products: Clicks Afritrue natural hair range. Hair dryer: https://clicks.co.za/revlon_pro-collection-one-step-hairdryer-and-styler/p/291598 Being One with you while bonding through beauty tutorials and random life experiences & advice. More of Me IG: https://www.instagram.com/tshidiradebe/?hl=en Facebook: https://web.facebook.com/TheTshidiRadebe/ Twitter:https://twitter.com/TheTshidiRadebe Email: tshidiradebesa@gmail.com","Makeup,South African Youtuber,Natural hair,4CHair,Natural hair tutorials,Skin care routine,How to style natural 4c hair,South African Makeup,Affordable Makeup in South Africa,Affordable skin care routine,Affordable natural hair products,Eyeshadow tutorial,Quick easy makeup look",Howto & Style,Lifestyle_(sociology),860,hd,FALSE,na,en,https://i.ytimg.com/vi/1oOguDMFQCk/maxresdefault.jpg,1,na,5412,117,0,33,no,yes,yes
176,UC8JO6OS6vOGGldR5i86TPRg,SNNET TV.,wmrb1Nx5C_o,2020-09-07T12:17:06Z,2020-09-07 12:17:06,2020,9,7,EFF Threatened To Close Clicks Magazine,#EFF Threatened To Close #ClicksMagazine #SouthAfrica #News #Today,na,News & Politics,"Politics,Society",122,sd,FALSE,na,na,na,na,na,159,10,0,7,yes,yes,yes
178,UCDp4zhhGaSQ4ZoCgikqV87w,Local Entertainment,CKQ0olHLKWU,2020-09-07T05:20:45Z,2020-09-07 5:20:45,2020,9,7,EFF statement on clicks black hair advert,Please subscribe for more political sports and entertainment videos,na,People & Blogs,Society,117,sd,FALSE,na,na,na,na,na,271,1,0,2,yes,yes,yes
181,UCo-W6PLRXUAFF5mFZZlQ7ug,Justine South Africa Official,RTi9UrrwAxE,2020-10-02T06:41:37Z,2020-10-02 6:41:37,2020,10,2,Lorna Maseko's Justine Skincare Routine,"Welcome to Lorna's Justine skincare routine. Step 1. Cleanse - remove dead skin cells Step 2. Serum - molecules penetrate the skin deeper for long term benefits Step 3. Day Cream - improves hyper pigmentation and dark spots, protecting your skin against the sun Step 4. Eye Cream - apply by dotting and patting, not pulling or dragging Step 5. Apply make up next","Justine South Africa,Tissue Oil,Science and Nature,A-Firm,Brightening,Afirm,Afirm Brightening,Justine Brightening,Skincare,pigmentation,south african,south african skincare,south african skin care,lorna maseko,proudly south african",Howto & Style,Lifestyle_(sociology),102,hd,FALSE,na,en,na,na,na,1052,11,0,1,no,no,yes
182,UCscZAueylQ_eIa0WYMXg34A,The Rep,0gZ6clt_B1w,2020-09-07T07:55:43Z,2020-09-07 7:55:43,2020,9,7,EFF Clicks shutdown,"Members of the EFF Chris Hani region, led by the party's provincial chairman Yazini Thetyana closed down the two cosmetics Clicks stores in Komani in retaliation of a ""racist"" advert that was posted on their website last week. The advert has since been taken down and an apology issued. Full story in The Rep",na,People & Blogs,Society,30,sd,FALSE,na,na,na,na,na,12800,19,0,44,yes,yes,yes
183,UCjIrNjBCjUWwYVVsHiXEg_g,GOLDGATOR TV,T-0ATkKFWZ0,2020-09-07T20:23:06Z,2020-09-07 20:23:06,2020,9,7,Julius Malema On Clicks Racist Advert : We Require Justice Not Tokenism,EFF demands justice on the Racist Advert by Clicks Shops in South Africa #malema #eff #racism #southafrica,na,People & Blogs,"Politics,Society",366,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/T-0ATkKFWZ0/maxresdefault.jpg,na,na,30,1,0,0,yes,yes,yes
184,UCITau47AeZDY9sO77TA3OUA,ITV News,CcohXCpdWTM,2020-09-09T16:03:58Z,2020-09-09 16:03:58,2020,9,9,CLICKS TAKES DECISION TO CLOSE ALL STORES TODAY,"WHILE THE EFF warned that it would keep Clicks stores closed until Friday, the retailer said it had decided to close all branches today to engage with staff, and then hoped to reopen. The closure of hundreds of stores in the pharmaceutical, health and beauty chain for a second consecutive day followed an outcry over the publication of a controversial advert for hair product TRESemmé. Members of the EFF were dispatched to the stores as part of a national protest against the advert in which black women’s hair was described as “dry and damaged” while white women’s hair was represented as flat and fine.",na,People & Blogs,Society,41,hd,FALSE,na,en-GB,na,na,na,6,0,0,0,yes,yes,yes
187,UCxkcQ9JdwN-TLhe5U7vrnLg,Pan-African Movement,mp2m1fd-TMs,2020-09-13T13:10:42Z,2020-09-13 13:10:42,2020,9,13,EFF Members in South Africa Vandalised Clicks Stores Over Racist Advertisement,na,na,News & Politics,"Politics,Society",90,sd,FALSE,na,na,na,na,na,33,1,0,1,yes,yes,yes
190,UCBlX1mnsIFZRqsyRNvpW_rA,Zandile Mhlambi,gf2YNN6dsGg,2020-09-07T18:50:42Z,2020-09-07 18:50:42,2020,9,7,Clicks and Tresemme being hairy Part2 | EFF political approach | ZeeyMakeup Beauty |🇿🇦,"HEY LOVELY SWEETS🤎 LOOK DOWN HERE 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿 Hey guys if you new welcome , if you ain’t welcome . I hope you enjoy(ed) and learned something on this video and even if you didn’t please 👍🏿 any way. 🤤New videos every-week🤤. SUBSCRIBER AND COMMENT ON WHAT YOU WOULD LIKE TO SEE NEXT!!! This is my view in the whole clicks ,Tresemme advert and EFF issue. apologies ain’t enough and I don’t condone any racism act done by clicks, Tresemme and Unilever. EFF is condoning violence , and breaking of laws is really disappointing and sad. The people who are mostly going to be affected are the entry level employees . I am refraining on buying my hair care this year from clicks and I won’t be buying any tresemme products ever This marketing stunt is done by most brands , as they know negative press creates more sales. ___________________________________________ 📱We can interact on other socials📱 IG @zeeymhlambi Twitter @mhlambizandile Facebook @zandile.mhlambi.9 ___________________________________________ Hey sweets it’s Zeey , I am a student who loves makeup, hair and who is in the journey of self growth. This community sweets is about learning and growing together through life changes. If you wanna learn how to fleek those brows, or learn how to keep that natural hair sleek down or you wanna grow together through education,relationships this channel is we’re you belong. Please sweets like the videos, comment on your thoughts , what you would like to see and hit the subscribe button then the bell button to keep updated on new content ___________________________________________ Disclaimer : the music is not mine, nether do I own the rights they belong to artist and production team. ___________________________________________ ::::::::::::FAQ:::::::::::: Name: Zandile (Zeey) Birthday :19 October Zodiac sign:Libra Camera 🎥: IPhone 6s Editing software :InShot Nationality: South African Ethnicity: Black/African ___________________________________________ I appreciate revery single view ,like ,comment,share and subscriber! I read about respond to every single comment . Your feedback is always welcomed and valued","clicks,tresemme,tresseme,eff,eff political stunt,eff vandalising,eff closing stores,stores,closing store,Clicks racism,uniliever,racism,black lives,black lives matter,hair,black hair is beautiful,black hair is normal,normal,natural hair community,clicks controversial hair ad,hair advert,clicks racist advert,clicks hair advert,tresemme clicks,clicks advert,tresemme clicks advert",News & Politics,"Health,Lifestyle_(sociology)",733,sd,FALSE,na,na,https://i.ytimg.com/vi/gf2YNN6dsGg/maxresdefault.jpg,na,na,213,6,0,2,yes,yes,yes
191,UCBVQiMyzA-ZklUJVRavnvew,Renaldo Gouws,swwI4CwUjQ8,2020-09-08T14:15:14Z,2020-09-08 14:15:14,2020,9,8,The Walmer Park Clicks Incident (2020),"#Clicks #EFF #ClicksMustFall Today an old lady decided to pull her firearm on EFF protesters at a Clicks in Nelson Mandela Bay. This after she was asked to leave by the EFF members. What is your take on this? Buy my Merch: http://www.tsekclothing.com Become a Member: https://bit.ly/2EsFJkI Donate via Zapper/Snapscan: https://bit.ly/3455PCl Donate via Paypal: https://paypal.me/renaldogouws Subscribe on Youtube: http://bit.ly/1QhM6Gp Be sure to like, leave a comment, share the video and subscribe! Get in touch with me : Facebook : https://www.facebook.com/renaldogouws Twitter : https://twitter.com/RenaldoGouws Instagram : https://instagram.com/renaldogouws End Credit Music: Jashmir Stream/Buy Link: https://fanlink.to/MaSeKind Instagram: https://www.instagram.com/jashmirsa/ TikTok: https://www.tiktok.com/@jashmirsa Twitter: https://www.twitter.com/jashmirsa/","Renaldo Gouws,South Africa,South African Reporter,News,EFF,Julius Malema,Economic Freedom Fighters,Ndlozi,Shivambu,Malema,ClicksMustFall",News & Politics,Society,434,hd,FALSE,en,en,https://i.ytimg.com/vi/swwI4CwUjQ8/maxresdefault.jpg,na,na,51052,2284,0,1005,yes,yes,yes
192,UCfPAD6IOIZ-BEoJCTWBQCZg,Newcastle Advertiser,FfwMMQZR89k,2020-09-08T09:29:38Z,2020-09-08 9:29:38,2020,9,8,EFF protests outside Clicks at Newcastle Mall,EFF members gathered at the Newcastle Mall outside the Clicks store.,na,Nonprofits & Activism,Society,82,hd,FALSE,na,en-GB,na,na,na,172,1,0,0,yes,yes,yes
193,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,2teqoyPe3TU,2020-07-26T11:40:57Z,2020-07-26 11:40:57,2020,7,26,"Mammy, Jezebel and Sapphire: Stereotyping Black women in media | The Listening Post (Feature)","The Mammy, Jezebel and Sapphire are three stereotypes of Black women that have been around in Western culture for centuries. These simplistic depictions are rooted in the slave trade and live on today. Faced with an entertainment industry that is dominated by men - mostly white - Black women have gone online to tell their stories. And all the clicks and likes mean that media executives are finally starting to take notice. The Listening Post's Johanna Hoes reports on the media's stereotyping of Black women and the push for change in an industry where diversity has been too long in coming. Contributors: Kovie Biakolo - Culture writer and multiculturalism scholar Francesca Sobande - Lecturer of Digital Media Studies, Cardiff University Naeemah Clark - Professor of Cinema and Television Arts, Elon University and author, Diversity in US Mass Media Babirye Bukilwa - Actor and playwright","black women stereotypes,racism,stereotypes,tv,black stereotypes,television,sexism,film,media,representation,women",News & Politics,"Society,Television_program",549,hd,FALSE,na,na,https://i.ytimg.com/vi/2teqoyPe3TU/maxresdefault.jpg,1,na,113704,3022,0,422,no,no,yes
194,UCfPSZe62Z19YFJM6CYk8WQg,Havoc Mckush,7wywihVsSmc,2020-09-07T09:02:24Z,2020-09-07 9:02:24,2020,9,7,EFF vs Clicks CHAOS!!!!!! and Disruption of services across south africa,"#EFF vs #Clicks EFF loot and Destroying clicks stores because of a ""racist"" ad clicks posted. is all this service disruption necessary? as clicks has apologized, please tell us your thoughts in the comments below.","clicks hair advert,clicks advert,clicks eff,clicks advert hair,eff clicks,eff songs,eff press conference today",Entertainment,"Politics,Society",136,hd,FALSE,na,na,https://i.ytimg.com/vi/7wywihVsSmc/maxresdefault.jpg,na,na,363,3,0,2,yes,yes,yes
195,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,XN6tocaht3E,2020-09-08T12:45:36Z,2020-09-08 12:45:36,2020,9,8,SOMIZI RESPONDS TO CLICKSYOU MIGHT DISAGREE WITH HIM AFTER THIS|CLICKS MUST FALL |TRENDINGSA,"SOMIZI RESPONDS TO CLICKSYOU MIGHT DISAGREE WITH HIM AFTER THIS|CLICKS MUST FALL |TRENDINGSA #clicksmustfall #somizi #celebrity #clickshairadverts Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail",na,People & Blogs,Entertainment,274,sd,FALSE,na,na,na,1,South Africa,222,11,0,0,yes,yes,yes
197,UCWGHnEsby7LeFneb3olsE3g,emzi info,N7SMYBZxNbI,2020-09-07T11:19:10Z,2020-09-07 11:19:10,2020,9,7,EFF closing clicks in Goodwood | EFF protest against racism,"for more update subscribe to the channel. eff south africa 2020, eff south africa songs, eff south africa latest news, eff south africa kill the boer, eff south africa news, eff south africa website, eff south africa protest, eff latest, eff news south africa, sona 2020 south africa eff disruption, eff parliament fights south africa 2014, eff history of south africa, south africa eff leader, eff lockdown south africa, eff of south africa, eff party south africa, parliament south africa eff 2020, eff struggle songs south africa Saupdate,eff protest for george floyd,eff protest march today,eff protest in cape town,eff protests today,eff protest in sandton today,EFF PROTEST AGAINST CLICKS,eff south africa 2020,eff south africa songs,eff south africa latest news,eff south africa kill the boer,eff south africa news,eff south africa website,eff south africa protest,eff latest,eff news south africa,south africa eff leader,eff lockdown south africa,eff struggle songs south africa julius malema,julius malema 2020,julius malema interview,julius malema funny moments,eff protest for george floyd,eff protest march today,eff protest in cape town,protest about clicks store,clicks store,EFF protest about racism,julius malema speaks,julius malema studies,malema julius today,julius malema press,julius malema today,EFF fighting with enca reporter,clicks hair advertise,clicks hair racist advertise reaction,what clicks advertise wrong","eff protest songs,eff protest for george floyd,eff protest at us embassy,eff protest at free state university,eff protest march today,eff protest in cape town,eff protests today,eff protest in sandton today,eff protest sandton,eff h&m protest,jeff protest,jeff wittek shot protest,jeff bezos house protest,protest against jeff bezos,jeff shot at protest,Eff warns clicks to close,EFF protest for close clicks",Entertainment,"Politics,Society",95,hd,FALSE,na,na,na,na,na,275,0,0,0,yes,yes,yes
200,UCs2iNzny9HlV1rfRqS9LkjA,Refiloe Matsela,qZga-mEj5nM,2023-01-30T14:00:27Z,2023-01-30 14:00:27,2023,1,30,Babyliss Smoothing Heated Brush Review | South African Type 4 Natural Hair,"Dumelang Baratuwa, I bought a heat styling tool for my natural hair and decided to style it on camera and the results baby…I’m happy with! This year I’m being more daring with using heat on my hair for styling purposes, always remember to use a heat protectant and no heat above 400 degrees Celsius, in order to avoid severely damaging your hair. Love ya, Fifi (please follow me on IG) instagram: https://www.instagram.com/fifi_cm WHAT TO WATCH NEXT/MENTIONED VIDEOS: How To Do A Criss Cross High Puff Using Elastics| Type 4C Natural Hair | Vida Is Life Moulding Gel https://www.youtube.com/watch?v=Ick6JiIUzxo My Natural Hair Volumizing Mousse Twist Out | Review | Protective Style For Natural Hair https://youtube.com/watch?v=-IPZ3uiCjko&t=573s ' Restyle An Old Twist Out | Easy Beginner Hairstyle -Heatless | South African Natural Up-Do Hairstyle https://www.youtube.com/watch?v=wNkj449u3AM&t=1s Easy Natural - Curly Fringe High Puff | After Braids Hair Care | My Hair Is Breaking And Damaged https://www.youtube.com/watch?v=zy8GdC1JibU&t=666s Accidental Natural Hair Styling | Hit or Miss? | Learning How To Use Flexi Rods On Type 4 Hair https://www.youtube.com/watch?v=qaiVU6nI1Ts&t=6s Curly Half Up Half Down Hairstyle | Natural South African 4C Hair https://www.youtube.com/watch?v=hXh8CpBwDTg&t=18s PRODUCTS USED: TRESemmé Heat Defence Styling Spray https://www.tresemme.com/za/products/heat-protectant-spray/heat-defence-spray.html BaByliss Diamond Heated Smoothing and Straightening Brush https://www.amazon.co.uk/BaByliss-Diamond-Heated-Smoothing-Straightening/dp/B01LBO5E40?th=1","heated hair brush,heated hair brush straightener,heated hair brush tutorial,heated hair brush review,natural hair at home,blowout on natural hair 4c,blow out at home,blowout at home black hair,blowout medium length hair,hair straightening curly to straight,babyliss smoothing heated brush,babyliss smoothing heated brush hsb101e,babyliss smoothing heated brush review,tresemme heat protection spray,low porosity natural hair routines",Howto & Style,Lifestyle_(sociology),790,hd,FALSE,na,na,https://i.ytimg.com/vi/qZga-mEj5nM/maxresdefault.jpg,1,Johannesburg,3363,42,0,7,yes,no,yes
202,UCztrP3SHNIzay3g9tdydIRg,Mzansi Tea,sBlgaUilMkY,2020-09-08T10:15:50Z,2020-09-08 10:15:50,2020,9,8,Clicks hair bashing saga| south africa| black men's hypocrisy.,Upload your mp3 to Youtube at https://audioship.io,na,People & Blogs,Society,327,hd,FALSE,na,na,na,na,na,24,0,0,0,yes,yes,yes
204,UCgoazFDhi4M0UM5lX7ANmDg,Grey Net,2dLcV854CCM,2020-09-07T16:22:23Z,2020-09-07 16:22:23,2020,9,7,Clicks hair advert see what the controversy is about,The full length Clicks ad that is closing stores in South Africa...Watch now uninterupted. Clicks advert racist.,"Clicks,clicks hair advert,aclicks racist,racist,controversial,controversy,eff,julius malema,shut down clicks,clicks shutdown,south africa,johannesburg,cape town,kwazulunatal",News & Politics,,151,hd,FALSE,na,en-US,na,na,South Africa,2619,5,0,0,yes,yes,yes
207,UCMdjCTk2r27qnDe05x1uryw,Prophet Pastor Ran,ZndDor2DQrk,2020-09-07T16:37:07Z,2020-09-07 16:37:07,2020,9,7,EFF vs Clicks | EFF Julius Malema calls for shutdown over racist hair advert,na,na,Entertainment,"Politics,Society",552,hd,FALSE,en-US,en,na,1,na,1025,na,0,5,yes,yes,yes
208,UCH5YH80cdUceo1gEeH0SgoA,Duke University - The Fuqua School of Business,gLgHVhHZkl0,2020-09-11T13:13:23Z,2020-09-11 13:13:23,2020,9,11,Bias Against Black Women with Natural Hair,"Senior Associate Dean Ashleigh Shelby Rosette discusses her recent research that suggests bias against natural hair limits job opportunities for Black women. This video is a recording of a LinkedIn Live broadcast that occurred on September 9, 2020.","Duke,University,Duke University,Fuqua,School,Business,The Fuqua School of Business,MBA,Durham,NC,Race,Racism,George Floyd,Breonna Taylor,Ahmaud Arbery,Christian Cooper,Jacob Blake,Black hair,natural hair,black,African American,job interview,employment,shooting,police brutality,protests,riots,dreadlocks,braids,cornrows,Crown Act,White,privilege,bias,injustice,discrimination",Education,Society,1719,hd,TRUE,na,en,https://i.ytimg.com/vi/gLgHVhHZkl0/maxresdefault.jpg,1,na,4932,46,0,11,yes,yes,yes
209,UCoemSA2Kr6MoNgDMOS5gcyg,Rich SA,5bMbhG1_4lE,2020-09-07T08:12:16Z,2020-09-07 8:12:16,2020,9,7,Clicks Racist advert that cost all the anger,#clicksShutdown #Clicks #Eff,na,People & Blogs,,197,hd,FALSE,na,na,na,na,na,104,4,0,1,yes,yes,yes
